CustomerId,Surname,Gender,Birth Date,City,Salary
15657566,Wieck,Male,1997-01-13,Berlin,157577.29
15772423,Liao,Male,1967-08-09,Berlin,134420.75
15628112,Hughes,Female,1985-04-01,Berlin,99805.99
15753754,Morrison,Female,1987-10-15,Madrid,97932.68
15793726,Matveyeva,Female,1942-07-04,Paris,170968.99
15694717,Ku,Male,1984-05-29,Hamburg,57558.95
15665834,Cheatham,Male,1993-05-10,Barcelona,176713.47
15765297,Yao,Male,1980-10-09,Valencia,34283.23
15636684,Kirkland,Male,1987-04-09,Paris,198637.34
15592979,Rose,Female,1987-05-01,Munich,156917.12
15750803,Jess,Female,1991-12-09,Marseile,50457.2
15607178,Welch,Male,1983-05-09,Munich,140075.55
15713853,Ifeajuna,Male,1979-04-10,Hamburg,65323.11
15673481,Morton,Female,1973-08-24,Barcelona,64323.24
15673481,Morton,Female,1973-08-24,Barcelona,64323.24
15686776,Rossi,Female,1989-02-09,Paris,14956.44
15673693,Reppert,Female,1995-06-18,Paris,111879.21
15700696,Kang,Male,1990-04-14,Valencia,18606.23
15813163,Ch'iu,Female,1985-07-31,Madrid,123137.01
15653857,Wallis,Male,1987-05-25,Paris,148528.24
15777076,Clark,Male,1985-04-16,Nice,13898.31
15717398,Fielding,Female,1982-08-15,Madrid,81259.25
15799217,Zetticci,Female,1986-10-06,Berlin,161051.75
15787071,Dulhunty,Male,1980-08-14,Barcelona,191599.67
15619955,Bevington,Male,1987-07-29,Hamburg,48559.19
15796505,Boyle,Female,1987-12-23,Berlin,186339.74
15725166,Newton,Male,1991-11-11,Paris,33159.37
15800116,Bowman,Male,1993-01-02,Hamburg,93883.53
15758685,Dubinina,Female,1984-12-23,Palma,110899.3
15694456,Toscani,Male,1959-01-10,Paris,11199.04
15767339,Chiazagomekpere,Female,1968-01-26,Paris,
15683562,Allen,Male,1986-10-06,Lyon,164255.69
15782210,K'ung,Male,1975-07-18,Nice,152167.79
15668893,Wilsmore,Male,1982-11-25,Paris,33949.67
15669169,Hargreaves,Male,1992-04-28,Barcelona,68143.93
15643024,Huang,Male,1986-04-11,Munich,47251.79
15699389,Ch'ien,Male,1979-03-17,Paris,25885.72
15708608,Wallwork,Female,1999-09-21,Paris,192633.85
15626144,Chu,Male,1981-02-12,Marseile,34577.36
15573112,Kang,Male,1992-06-27,Valencia,161229.84
15790678,Davidson,Female,1989-08-05,Lyon,100816.29
15727556,O'Donnell,Female,1995-02-07,Madrid,181694.44
15697307,Nnachetam,Male,1987-09-11,Madrid,79078.91
15652266,Chidiebele,Male,1979-06-13,Hamburg,137316.32
15607098,Ahmed,Female,1980-03-16,Granada,194926.86
15655774,Booth,Male,1994-12-12,Paris,51285.49
15590241,Chuang,Female,1987-05-15,Barcelona,150401.53
15785819,Shao,Male,1983-08-20,Paris,112491.96
15723654,Tsao,Male,1996-04-01,Paris,73656.38
15774510,Tien,Female,1990-12-19,Paris,106636.89
15684173,Chang,Female,1977-04-13,Madrid,155853.52
15650068,Johnson,Male,1963-05-16,Paris,162599.51
15811490,French,Male,1988-12-06,Paris,103737.82
15803976,Efremov,Female,1990-12-30,Paris,160990.27
15682541,Hartley,Female,1985-10-18,Madrid,15462.84
15695699,Calabrese,Male,1986-08-24,Paris,10334.05
15624188,Chiu,Female,1988-12-21,Marseile,190686.16
15812191,Brennan,Male,1988-08-02,Paris,94440.45
15636673,Onwuatuegwu,Male,1990-02-02,Marseile,28257.63
15594898,Hewitt,Male,1978-08-23,Paris,170034.95
15660211,Shih,Male,1986-09-05,Munich,31824.29
15773972,Balashov,Male,1971-05-23,Paris,127166.49
15746726,Doyle,Male,1990-02-16,Hamburg,44937.01
15712287,Pokrovskii,Female,1941-08-16,Paris,188603.07
15702919,Collins,Male,1991-06-18,Berlin,145111.37
15674398,Russo,Male,1983-07-18,Marseile,171463.83
15797960,Skinner,Female,1962-06-23,Berlin,182822.5
15631868,Robertson,Male,1985-01-21,Valencia,87213.33
15581539,Atkinson,Male,1984-02-02,Valencia,57175.32
15662736,Doyle,Male,1972-07-14,Paris,120540.83
15666252,Ritchie,Male,1979-10-19,Barcelona,28714.34
15677512,McEncroe,Female,1999-07-19,Madrid,85426.28
15626114,Pearson,Male,1997-06-27,Paris,46170.75
15810834,Gordon,Female,1964-02-21,Barcelona,64448.36
15678910,Ts'ai,Female,1991-12-11,Marseile,16278.97
15694408,Lung,Male,1981-10-20,Marseile,182855.42
15585215,Yuan,Female,1990-12-25,Paris,50404.72
15682757,Pardey,Male,1991-08-04,Paris,107640.25
15736601,Tai,Male,1986-10-17,Paris,134132.65
15601848,Scott,Male,1986-08-17,Paris,103480.69
15736008,Hunter,Female,1975-03-12,Paris,108761.05
15669064,Mazzanti,Male,1986-06-08,Hamburg,179012.3
15624528,L?,Male,1995-11-21,Hamburg,95145.14
15598493,Beach,Male,1971-02-04,Paris,72143.44
15601274,Hsieh,Female,1981-10-09,Madrid,19162.89
15702669,Faulkner,Male,1977-08-03,Hamburg,144680.18
15728669,Knowles,Female,1991-11-12,Berlin,177772.03
15742668,Day,Female,1984-02-14,Seville,5597.94
15697441,Hsueh,Male,1992-04-14,Marseile,116828.51
15740476,Tsao,Female,1989-08-30,Munich,174652.51
15648064,Kennedy,Male,1988-07-01,Paris,2010.98
15636624,Nwabugwu,Female,1982-01-08,Seville,14109.85
15807923,Young,Female,1982-04-14,Berlin,43527.4
15745844,Kerr,Female,1981-11-13,Berlin,86099.23
15786170,Tien,Male,1990-11-27,Paris,161574.19
15681081,Marrero,Female,1974-01-31,Barcelona,38970.14
15684484,White,Male,1999-07-29,Marseile,127587.22
15785869,Pisano,Female,1996-11-13,Marseile,30380.12
15763859,Brown,Female,1978-01-28,Paris,90908.95
15658935,Freeman,Female,1987-11-19,Hamburg,138275.01
15747358,Russell,Male,1962-03-26,Hamburg,32171.79
15735203,Seleznyov,Female,1989-05-26,Hamburg,126143.23
15576256,Yusupova,Male,1982-06-01,Paris,129892.93
15659420,Foley,Male,1989-10-30,Barcelona,102416.84
15593365,Shih,Male,1982-09-21,Madrid,18719.67
15777352,Ikedinachukwu,Female,1989-10-31,Valencia,61936.22
15812007,Power,Male,1996-06-24,Barcelona,78358.94
15625461,Amos,Female,1976-04-28,Paris,147224.27
15739438,Reed,Male,1991-10-01,Lyon,160979.66
15611759,Simmons,Female,1964-09-02,Madrid,132298.49
15661629,Ricci,Male,1987-05-08,Madrid,174248.52
15633950,Yen,Male,1980-03-01,Paris,123547.28
15592386,Campbell,Male,1963-03-20,Paris,32790.02
15803716,West,Male,1993-08-17,Barcelona,181543.67
15696674,Robinson,Female,1976-06-24,Hamburg,2319.96
15706365,Bianchi,Female,1971-12-05,Paris,189543.19
15745088,Chen,Female,1992-08-17,Berlin,10940.4
15676715,Madukaego,Male,1953-01-19,Paris,199493.38
15613085,Ibrahimova,Female,1988-10-19,Madrid,188193.25
15633537,Nolan,Female,1979-08-04,Berlin,172572.64
15594720,Scott,Female,1986-11-18,Berlin,189339.6
15684042,Blair,Male,1987-05-20,Hamburg,53512.16
15583303,Monaldo,Female,1992-03-13,Paris,34004.44
15611579,Sutherland,Male,1979-03-12,Granada,10598.29
15774696,Cole,Female,1946-03-24,Hamburg,113428.77
15694506,Briggs,Male,1990-11-27,Berlin,183487.98
15688074,Gregory,Male,1990-03-27,Hamburg,187658.09
15759537,Bianchi,Male,1986-01-25,Munich,172459.39
15758449,Angelo,Female,1982-06-24,Lyon,21016
15583456,Gardiner,Male,1976-02-03,Hamburg,122381.02
15667871,Kerr,Male,1986-12-13,Barcelona,128123.66
15677371,Ko,Female,1991-01-10,Granada,19570.63
15629677,Distefano,Female,1982-04-01,Seville,188150.6
15713578,Farrell,Female,1971-11-17,Paris,111020.24
15591509,Milano,Male,1985-05-19,Marseile,123775.15
15568240,Ting,Female,1991-01-22,Hamburg,146700.22
15622993,Boyd,Male,1993-03-17,Hamburg,145251.35
15689294,Onyemaechi,Male,1977-07-15,Munich,82463.69
15720910,Black,Female,1955-02-15,Paris,15928.49
15721181,Oliver,Male,1975-02-03,Seville,45886.33
15776433,Greco,Male,1959-09-11,Barcelona,186489.95
15748936,Whitehead,Female,1976-01-20,Madrid,162922.65
15717225,Ikemefuna,Female,2000-10-27,Paris,9262.77
15685226,Morrison,Female,1992-11-28,Berlin,84932.4
15785611,Onyeoruru,Male,1983-02-16,Berlin,71557.12
15573456,Cunningham,Male,1975-09-11,Valencia,77405.95
15684548,Demidov,Male,1983-12-22,Seville,417.41
15620505,Celis,Female,1997-10-02,Barcelona,71405.17
15807432,Cheng,Female,1984-11-01,Berlin,153400.24
15584766,Knight,Male,1988-12-16,Paris,371.05
15612187,Morin,Male,1989-12-20,Berlin,67789.99
15762218,Mills,Female,1982-10-14,Marseile,145894.9
15646372,Outhwaite,Female,1955-10-28,Paris,183840.51
15690452,Tung,Male,1969-02-20,Paris,108887.44
15747795,Pai,Female,1983-05-24,Berlin,154071.27
15781589,Carpenter,Male,1969-06-12,Barcelona,179291.85
15732674,Fennell,Male,1985-12-24,Barcelona,56937.43
15642291,Fontaine,Male,1998-08-13,Paris,112239.03
15692761,Pratt,Male,1985-01-17,Paris,45909.87
15578045,Mitchell,Female,1972-10-03,Madrid,173779.25
15745354,Franklin,Female,1984-11-20,Barcelona,125696.26
15701376,K'ung,Male,1984-05-05,Hamburg,159585.61
15691625,Ko,Female,1980-02-08,Berlin,106761.47
15566594,McKenzie,Male,1998-08-15,Barcelona,129590.18
15760431,Pino,Male,1983-04-30,Lyon,80006.65
15686302,Fisk,Female,1990-02-10,Madrid,140451.52
15801559,Chiang,Female,1980-01-24,Hamburg,187929.43
15810432,Moseley,Male,1986-09-19,Valencia,167155.36
15809616,Hsiung,Male,1995-12-13,Madrid,191420.71
15720559,Heath,Female,1960-12-08,Munich,11384.45
15695632,Dellucci,Female,1982-10-16,Marseile,94898.1
15659843,Li,Female,1975-09-04,Paris,106781.59
15615624,De Salis,Female,1993-04-01,Paris,159508.52
15810418,T'ang,Female,1961-05-03,Hamburg,93524.19
15716186,Richardson,Female,1983-02-19,Paris,87168.46
15674551,Fitch,Male,1981-03-29,Berlin,8128.32
15622834,Stevenson,Female,1986-05-23,Paris,125518.32
15566111,Estes,Male,1982-03-20,Paris,48963.59
15784597,Lattimore,Male,1995-02-11,Lyon,98368.24
15652883,Chung,Male,1982-07-09,Berlin,148584.61
15806964,Utz,Male,1976-09-18,Lyon,27474.81
15576313,Wei,Female,1981-12-18,Hamburg,76192.21
15806467,Boyle,Male,1981-06-11,Hamburg,134600.94
15597602,Nwachinemelu,Male,1964-07-31,Berlin,72467.99
15743040,Kuznetsova,Male,1980-12-28,Berlin,199645.45
15705521,Pisani,Female,1988-07-26,Berlin,42749.85
15595039,Manna,Female,1984-09-05,Berlin,136050.44
15799384,Collier,Male,1988-08-23,Paris,73564.44
15581197,Ricci,Female,1970-10-12,Marseile,85578.63
15693737,Carr,Female,1991-09-23,Hamburg,129826.89
15624623,Hs?,Male,1986-10-17,Marseile,119666
15783501,Findlay,Female,1983-05-02,Paris,68052.08
15690134,Hughes,Female,1979-01-12,Berlin,164104.74
15782735,Chukwuemeka,Female,1986-07-12,Paris,80190.36
15611088,Genovese,Female,1990-04-30,Lyon,84126.75
15672145,Swift,Female,1987-11-14,Lyon,70179
15732628,Ugoji,Male,1975-04-30,Paris,118024.1
15787470,Parkinson,Male,1974-08-03,Madrid,145704.19
15803406,Ross,Female,1995-07-28,Paris,183049.41
15730460,Oleary,Male,1984-08-14,Paris,120906.83
15644572,Turnbull,Male,1981-10-08,Marseile,100433.83
15694860,Uspensky,Female,1983-09-10,Paris,138777
15658169,Cook,Female,1974-05-22,Madrid,124694.99
15794396,Newbold,Female,1983-02-21,Berlin,40084.32
15785798,Uchechukwu,Male,1981-06-19,Paris,119232.33
15710825,Ch'en,Male,1990-05-31,Valencia,43921.36
15668444,He,Female,1977-06-19,Barcelona,62222.81
15726631,Hilton,Female,1982-09-01,Paris,56577
15733797,Sal,Male,1985-03-05,Paris,164253.35
15747960,Eluemuno,Male,1988-09-07,Marseile,7666.73
15634632,Titus,Male,1983-09-12,Paris,68487.51
15707362,Yin,Male,1978-01-13,Berlin,199273.98
15662976,Lettiere,Male,1984-03-27,Barcelona,186062.36
15732778,Templeman,Male,1992-02-28,Munich,195711.16
15718443,Chibuzo,Male,1982-05-12,Paris,36692.17
15670039,Sun,Female,1996-03-13,Valencia,106920.57
15773792,Evans,Female,1989-05-23,Paris,48725.68
15613786,Ogbonnaya,Male,1995-11-02,Barcelona,167036.94
15726032,Enyinnaya,Male,1988-07-28,Marseile,68777.26
15663252,Olisanugo,Female,1989-11-05,Barcelona,18924.92
15593782,Brookes,Female,1983-08-23,Berlin,71905.77
15633283,Padovano,Male,1986-10-03,Marseile,64833.28
15749167,Fisk,Male,1986-03-12,Paris,184843.77
15759298,Shih,Male,1994-01-12,Barcelona,176730.02
15683625,Hare,Male,1984-04-27,Paris,20629.4
15635367,Muir,Male,1995-05-27,Marseile,28415.36
15681705,Fanucci,Male,1993-01-17,Paris,77231.27
15603156,Elewechi,Female,1988-06-14,Paris,102750.7
15591986,Johnston,Male,1975-01-28,Berlin,34580.8
